title,price,description,stockQuantity,imageUrl,dateAddedToStock,dateRemovedFromStock
Crafting Kit,866.57,Complete crafting kit for kids and adults.,890,http://dummyimage.com/167x100.png/dddddd/000000,04-06-2023,
Personalized Keychain,646.86,Custom keychain with engraved text.,228,http://dummyimage.com/116x100.png/cc0000/ffffff,08-09-2020,
Portable Bluetooth Keyboard,925.25,Compact keyboard for tablets and smartphones.,807,http://dummyimage.com/210x100.png/cc0000/ffffff,31-07-2022,
Poppy Seed Dressing,817.42,"A light and tangy dressing with poppy seeds, perfect for salads.",96,http://dummyimage.com/229x100.png/ff4444/ffffff,21-09-2020,
Sweet Potato Mash,545.09,"Creamy mashed sweet potatoes, ready to heat and serve.",493,http://dummyimage.com/250x100.png/5fa2dd/ffffff,17-09-2023,
Glass Water Bottle,944.92,Borosilicate glass water bottle with silicone sleeve.,564,http://dummyimage.com/235x100.png/ff4444/ffffff,27-01-2024,
Organic Green Lentils,750.47,"Nutty flavored lentils, perfect for soups and salads.",101,http://dummyimage.com/164x100.png/cc0000/ffffff,22-12-2021,
Compact Folding Table,222.29,Versatile folding table great for events or outdoor activities.,421,http://dummyimage.com/175x100.png/5fa2dd/ffffff,06-06-2020,
Granola Bars,328.92,"Crispy and chewy granola bars, perfect for on-the-go.",751,http://dummyimage.com/196x100.png/dddddd/000000,25-06-2022,
Cranberry Pecan Granola,389.34,Crunchy granola with cranberries and pecans.,84,http://dummyimage.com/141x100.png/ff4444/ffffff,08-05-2021,
Electric Heat Press Machine,487.85,Ideal for creating custom designs on t-shirts and fabrics.,214,http://dummyimage.com/151x100.png/ff4444/ffffff,01-03-2025,
Digital Thermostat,872.55,Programmable digital thermostat for home heating.,980,http://dummyimage.com/124x100.png/ff4444/ffffff,31-08-2022,
Miso Soup Starter,366.09,Miso paste for making traditional Japanese miso soup.,240,http://dummyimage.com/103x100.png/dddddd/000000,25-08-2022,
Smartphone Car Mount with Wireless Charging,60.86,Secure phone mount that wirelessly charges your device while driving.,675,http://dummyimage.com/220x100.png/ff4444/ffffff,04-04-2021,
Portable Hand Warmer,131.84,Rechargeable hand warmer for cold weather comfort.,24,http://dummyimage.com/203x100.png/ff4444/ffffff,18-09-2021,
Coconut Milk,533.65,Rich coconut milk for curries and desserts.,97,http://dummyimage.com/192x100.png/5fa2dd/ffffff,15-08-2020,
Travel Jewelry Organizer,611.2,Compact storage for your jewelry while traveling.,53,http://dummyimage.com/121x100.png/ff4444/ffffff,05-11-2022,
Set of Measuring Spoons,271.63,Stainless steel measuring spoons set for cooking.,484,http://dummyimage.com/105x100.png/cc0000/ffffff,22-02-2022,
Microwave Popcorn Maker,990.13,Healthier way to make popcorn in the microwave without oil.,700,http://dummyimage.com/188x100.png/dddddd/000000,19-09-2022,
Spicy Tuna Sushi Kit,791.28,Everything you need to make delicious spicy tuna rolls at home.,48,http://dummyimage.com/203x100.png/dddddd/000000,31-10-2021,
Computer Monitor Stand,90.36,Ergonomic monitor stand for improved workspace organization.,752,http://dummyimage.com/170x100.png/cc0000/ffffff,12-01-2024,
Car Trash Can,227.24,Compact trash can for keeping your car clean.,495,http://dummyimage.com/153x100.png/ff4444/ffffff,26-08-2022,
Arcade Game Machine,857.16,Retro arcade machine for classic gaming.,651,http://dummyimage.com/176x100.png/5fa2dd/ffffff,11-06-2020,
Compost Bin,954.22,Countertop compost bin for kitchen waste.,48,http://dummyimage.com/142x100.png/cc0000/ffffff,05-07-2020,
Adjustable Kneeling Pad,37.7,Comfortable kneeling pad for gardening or home projects.,879,http://dummyimage.com/166x100.png/cc0000/ffffff,14-06-2024,
Ski Goggles,903.67,Anti-fog ski goggles for winter sports.,728,http://dummyimage.com/194x100.png/cc0000/ffffff,20-11-2024,
Chickpea Snack Mix,688.56,"Crunchy, seasoned chickpeas for a wholesome snack.",383,http://dummyimage.com/144x100.png/5fa2dd/ffffff,07-09-2021,
Oven-Baked Potato Chips,603.51,Light and crispy baked potato chips in assorted flavors.,693,http://dummyimage.com/185x100.png/cc0000/ffffff,25-04-2023,25-12-2023
Herbed Chicken Breast,350.48,"Marinated chicken breast seasoned with herbs, ready for grilling.",163,http://dummyimage.com/101x100.png/5fa2dd/ffffff,30-09-2022,
Nutty Trail Mix,422.9,"A blend of nuts, seeds, and dried fruits for snacking.",928,http://dummyimage.com/109x100.png/cc0000/ffffff,13-11-2020,
Lentil Vegetable Stew,582.2,"Hearty stew made with lentils and mixed vegetables, vegan-friendly.",286,http://dummyimage.com/115x100.png/5fa2dd/ffffff,21-10-2024,
Caramel Apple Taffy,444.68,"Sweet and chewy taffy flavored like caramel apples, great for fall.",306,http://dummyimage.com/243x100.png/cc0000/ffffff,29-03-2024,
Smartphone Car Mount with Wireless Charging,779.58,Secure phone mount that wirelessly charges your device while driving.,663,http://dummyimage.com/181x100.png/ff4444/ffffff,24-09-2024,24-02-2025
Vegan Chickpea Salad,813.49,"Healthy salad made with chickpeas, vegetables, and a lemon dressing.",410,http://dummyimage.com/249x100.png/5fa2dd/ffffff,31-05-2020,
Brown Sugar,41.14,"Raw brown sugar, perfect for baking or sweetening drinks.",177,http://dummyimage.com/187x100.png/5fa2dd/ffffff,28-12-2021,
Infrared Thermometer Gun,248.81,Non-contact thermometer for quick and easy temperature readings.,617,http://dummyimage.com/107x100.png/ff4444/ffffff,05-07-2021,
Tennis Racket,831.21,Lightweight tennis racket for beginners and advanced players.,358,http://dummyimage.com/248x100.png/ff4444/ffffff,31-12-2020,
Portable Solar Path Lights,83.93,Eco-friendly solar lights for pathways and gardens.,808,http://dummyimage.com/244x100.png/dddddd/000000,12-11-2023,
Cucumber Relish,592.59,"Sweet relish made from cucumbers, perfect for sandwiches.",731,http://dummyimage.com/179x100.png/5fa2dd/ffffff,26-09-2020,
Organic Green Tea,414.15,Delicate green tea leaves for a refreshing beverage.,700,http://dummyimage.com/216x100.png/5fa2dd/ffffff,09-01-2021,
Fitness Resistance Bands,161.68,Set of resistance bands for home workouts.,666,http://dummyimage.com/152x100.png/dddddd/000000,19-03-2022,
Chickpea Pasta,373.14,Healthy pasta alternative made from chickpeas,419,http://dummyimage.com/161x100.png/ff4444/ffffff,02-07-2021,
Manual Coffee Grinder,266.57,Compact coffee grinder for fresh ground coffee beans.,709,http://dummyimage.com/127x100.png/cc0000/ffffff,01-07-2023,
Biodegradable Dog Waste Bags,877.9,Eco-friendly bags for picking up after your pet.,264,http://dummyimage.com/239x100.png/ff4444/ffffff,06-06-2023,06-10-2023
Quinoa Salad,902.39,"A nutritious quinoa salad with veggies and dressing, ready-to-eat.",432,http://dummyimage.com/102x100.png/5fa2dd/ffffff,22-12-2023,
Fried Rice,278.12,"Pre-cooked vegetable fried rice, just heat and serve.",759,http://dummyimage.com/104x100.png/cc0000/ffffff,17-01-2021,
Spicy Tuna Salad,574.6,"Ready-to-eat tuna salad with a spicy kick, perfect for sandwiches.",675,http://dummyimage.com/221x100.png/cc0000/ffffff,02-06-2024,02-07-2024
Electric Screwdriver,131.93,Cordless electric screwdriver for home projects.,386,http://dummyimage.com/214x100.png/ff4444/ffffff,19-06-2022,
Chocolate Chip Cookie Dough,245.61,Ready-to-bake cookie dough packed with chocolate chips.,746,http://dummyimage.com/142x100.png/ff4444/ffffff,24-01-2023,
Self-Stirring Mug,722.15,Automated stirring for your drinks with just a press of a button.,785,http://dummyimage.com/135x100.png/5fa2dd/ffffff,03-06-2024,03-02-2025
Cordless Water Flosser,382.66,Rechargeable water flosser for dental hygiene.,893,http://dummyimage.com/191x100.png/ff4444/ffffff,05-02-2024,
Portable Laptop Table,29.47,Foldable table for working with laptops anywhere.,986,http://dummyimage.com/167x100.png/dddddd/000000,10-04-2024,
Italian Marinara Sauce,768.65,"Classic marinara sauce for pasta, pizza, or dipping.",657,http://dummyimage.com/129x100.png/ff4444/ffffff,08-01-2022,
Smartphone Camera Lens Kit,510.84,Upgrade your phone photography with this lens kit that includes wide-angle and macro lenses.,861,http://dummyimage.com/224x100.png/cc0000/ffffff,17-11-2022,
Non-Toxic Concrete Sealer,127.83,Eco-friendly sealer for protecting concrete surfaces.,522,http://dummyimage.com/188x100.png/cc0000/ffffff,21-01-2024,
Stick Vacuums Cleaner,794.34,Cordless vacuum cleaner for quick clean-ups.,711,http://dummyimage.com/163x100.png/cc0000/ffffff,28-09-2023,
Mint Chocolate Chip Ice Cream,346.79,Creamy ice cream with refreshing mint flavor and chocolate chips.,127,http://dummyimage.com/228x100.png/cc0000/ffffff,25-02-2021,
Vegetable Stir Fry Mix,910.02,A mix of fresh vegetables for quick stir-fries.,536,http://dummyimage.com/155x100.png/5fa2dd/ffffff,08-06-2022,
Plaid Flannel Shirt,69.42,"Soft flannel shirt with a timeless plaid pattern, perfect for layering.",24,http://dummyimage.com/180x100.png/cc0000/ffffff,02-06-2024,02-12-2024
Peanut Butter Banana Smoothie,104.68,Smooth and creamy smoothie made with peanut butter and banana.,461,http://dummyimage.com/103x100.png/cc0000/ffffff,10-03-2023,
Peach Preserves,447.82,"Sweet and fruity peach preserves, perfect for spreading on toast.",937,http://dummyimage.com/196x100.png/ff4444/ffffff,18-09-2023,
Coffee Maker,473.41,Single-serve coffee maker with a built-in grinder.,429,http://dummyimage.com/213x100.png/dddddd/000000,07-03-2021,
Frozen Chicken Nuggets,705.2,Crispy chicken nuggets for quick meals.,756,http://dummyimage.com/211x100.png/dddddd/000000,29-06-2022,
Balsamic Glaze,358.69,Sweet and tangy balsamic reduction for drizzling.,707,http://dummyimage.com/136x100.png/5fa2dd/ffffff,12-07-2023,12-04-2024
Solar Power Bank,245.68,Eco-friendly power bank that charges via sunlight.,245,http://dummyimage.com/102x100.png/5fa2dd/ffffff,18-09-2024,
Noise-Canceling Headphones,329.77,High-quality headphones that block out external noise for immersive listening.,759,http://dummyimage.com/150x100.png/ff4444/ffffff,01-04-2023,
Chocolate Raspberry Tart,214.68,"Rich tart filled with chocolate and raspberry, a gourmet dessert.",182,http://dummyimage.com/135x100.png/ff4444/ffffff,10-06-2022,
Smartphone UV Sanitizer,256.17,UV light sanitizer for phones and small items.,214,http://dummyimage.com/123x100.png/5fa2dd/ffffff,10-07-2024,
Organic Blueberries,759.07,Fresh organic blueberries perfect for snacking or baking.,649,http://dummyimage.com/107x100.png/dddddd/000000,18-09-2023,
Sturdy Bookends,413.78,Stylish bookends to keep books organized on shelves.,336,http://dummyimage.com/183x100.png/ff4444/ffffff,02-10-2023,
Reusable Silicone Food Storage Bags,748.13,Eco-friendly bags for storing food without plastic waste.,493,http://dummyimage.com/197x100.png/cc0000/ffffff,20-06-2020,
Linen Trousers,58.42,Breathable linen trousers perfect for hot weather.,236,http://dummyimage.com/171x100.png/cc0000/ffffff,13-07-2020,
Vanilla Bean Greek Yogurt,644.97,Smooth Greek yogurt infused with vanilla bean flavor.,973,http://dummyimage.com/193x100.png/5fa2dd/ffffff,29-01-2021,
Luxe Velvet Blazer,581.19,Elevate your outfit with this sophisticated velvet blazer.,851,http://dummyimage.com/181x100.png/cc0000/ffffff,27-07-2023,
Peanut Butter Banana Smoothie,466.71,Smooth and creamy smoothie made with peanut butter and banana.,70,http://dummyimage.com/249x100.png/cc0000/ffffff,13-05-2024,
Pet Grooming Gloves,140.7,Gentle grooming gloves for shedding pets.,784,http://dummyimage.com/239x100.png/dddddd/000000,02-07-2024,
LED Desk Lamp with USB Charging,648.68,Stylish desk lamp featuring a USB charging port.,153,http://dummyimage.com/191x100.png/5fa2dd/ffffff,28-11-2023,
Herbal Tea Set,43.32,Assorted herbal tea bags for relaxation and wellness.,20,http://dummyimage.com/212x100.png/dddddd/000000,23-12-2020,
Electric Toothbrush Holder,834.86,Sanitary holder that ensures your toothbrush stays clean.,693,http://dummyimage.com/132x100.png/cc0000/ffffff,24-11-2022,
Compost Bin,839.4,Countertop compost bin for kitchen waste.,866,http://dummyimage.com/127x100.png/ff4444/ffffff,22-10-2023,
Chili Garlic Sauce,840.87,"Spicy sauce made with chili peppers and garlic, great for stir-frying.",43,http://dummyimage.com/166x100.png/ff4444/ffffff,19-07-2020,
Miso Soup Mix,930.46,"Instant miso soup mix, just add hot water for a warm meal.",317,http://dummyimage.com/197x100.png/cc0000/ffffff,27-10-2022,
Eco-Friendly Beeswax Wraps,524.96,"Reusable wraps for food storage, replacing plastic wraps.",426,http://dummyimage.com/194x100.png/ff4444/ffffff,18-05-2021,
Wrist Support Brace,155.27,Comfortable support brace to relieve wrist pain.,615,http://dummyimage.com/126x100.png/cc0000/ffffff,29-04-2021,
Spicy BBQ Sauce,329.05,A tangy and spicy BBQ sauce that's perfect for grilling.,434,http://dummyimage.com/203x100.png/dddddd/000000,20-02-2023,20-08-2023
Pasta Primavera,998.36,Frozen vegetable primavera for quick meals.,355,http://dummyimage.com/127x100.png/5fa2dd/ffffff,18-06-2020,
Blender Bottle,621.33,Portable mixer bottle for smoothies and protein shakes.,218,http://dummyimage.com/174x100.png/dddddd/000000,20-02-2024,20-06-2024
Peanut Butter Filled Pretzels,219.6,Salty pretzels filled with creamy peanut butter.,935,http://dummyimage.com/231x100.png/5fa2dd/ffffff,27-12-2023,
Memory Foam Pillow,801.27,Ergonomic memory foam pillow for better sleep.,374,http://dummyimage.com/225x100.png/dddddd/000000,01-11-2023,01-04-2024
Organic Black Rice,589.83,"Nutty and chewy black rice, high in antioxidants.",975,http://dummyimage.com/159x100.png/5fa2dd/ffffff,20-07-2024,
Tomato Basil Soup,920.92,"A classic soup combining tomatoes and basil, great with grilled cheese sandwiches.",789,http://dummyimage.com/200x100.png/dddddd/000000,07-05-2023,
Couscous,161.37,"Quick-cooking couscous, great as a side or base.",457,http://dummyimage.com/234x100.png/cc0000/ffffff,18-01-2023,
Sweet Potato and Chickpea Bowl,976.08,A nourishing bowl of sweet potatoes and chickpeas with spices.,876,http://dummyimage.com/231x100.png/dddddd/000000,09-01-2022,
Honey Mustard Chicken Breasts,62.85,Marinated chicken breasts coated in a sweet honey mustard glaze.,318,http://dummyimage.com/143x100.png/5fa2dd/ffffff,22-03-2022,
Electric Ice Cream Maker,322.07,Make delicious ice cream at home with this user-friendly machine.,666,http://dummyimage.com/122x100.png/dddddd/000000,19-06-2022,
Ginger Snaps,811.8,Spicy ginger cookies that are crunchy and delicious.,564,http://dummyimage.com/153x100.png/ff4444/ffffff,29-12-2024,
Cordless Electric Screwdriver,187.56,Rechargeable screwdriver with multiple bits for DIY projects.,819,http://dummyimage.com/105x100.png/ff4444/ffffff,06-07-2020,
Aged White Cheddar Popcorn,212.46,Light and fluffy popcorn coated in aged white cheddar.,523,http://dummyimage.com/237x100.png/dddddd/000000,20-05-2024,
Smartphone Gimbal Stabilizer,370.46,Stabilizer for smooth video recording with smartphones.,796,http://dummyimage.com/208x100.png/dddddd/000000,14-11-2021,
Overnight Hiking Backpack,84.79,Durable backpack with ample storage for outdoor adventures.,246,http://dummyimage.com/126x100.png/5fa2dd/ffffff,17-02-2024,
Frozen Edamame,354.86,"Lightly salted frozen edamame, a protein-packed snack.",39,http://dummyimage.com/197x100.png/5fa2dd/ffffff,29-07-2021,
Chocolate Mint Thins,723.87,Mint-flavored chocolate candies for a refreshing treat.,511,http://dummyimage.com/185x100.png/cc0000/ffffff,05-08-2020,
Organic Black Rice,447.51,"Nutty and chewy black rice, high in antioxidants.",259,http://dummyimage.com/198x100.png/dddddd/000000,27-02-2023,
Non-Stick Baking Sheet,722.9,Durable baking sheet coated for easy food release.,343,http://dummyimage.com/239x100.png/ff4444/ffffff,12-01-2023,
Zucchini,936.26,"Fresh zucchini, versatile for grilling or sautéing.",735,http://dummyimage.com/157x100.png/cc0000/ffffff,28-07-2020,
Decorative Throw Blanket,25.15,Soft throw blanket for cozy home decor.,956,http://dummyimage.com/227x100.png/cc0000/ffffff,28-08-2021,
Organic Baby Carrots,868.7,Fresh and crunchy baby carrots ready for snacking.,898,http://dummyimage.com/145x100.png/cc0000/ffffff,20-02-2025,
Maple Cinnamon Granola Bars,912.5,Chewy granola bars with maple and cinnamon flavor.,40,http://dummyimage.com/135x100.png/dddddd/000000,14-05-2021,
Basic V-Neck T-Shirt,37.92,A staple v-neck t-shirt that pairs well with anything.,125,http://dummyimage.com/247x100.png/ff4444/ffffff,24-03-2021,
Coconut Curry Lentils,102.38,Lentils cooked in a coconut curry for a hearty meal.,634,http://dummyimage.com/156x100.png/5fa2dd/ffffff,29-05-2023,
Teriyaki Chicken Bowl,301.34,Ready-to-eat chicken bowl with teriyaki sauce and rice.,501,http://dummyimage.com/226x100.png/5fa2dd/ffffff,29-07-2023,
Peach Mango Smoothie Mix,650.31,A blend of peach and mango for a tropical smoothie.,330,http://dummyimage.com/151x100.png/dddddd/000000,30-05-2022,
Savory Trail Mix,477.95,"A blend of nuts, seeds, and spices for a healthy snack.",151,http://dummyimage.com/219x100.png/dddddd/000000,11-09-2023,
Thermostatic Shower Valve Kit,297.38,Regulate water temperature for safe and comfortable showers.,70,http://dummyimage.com/114x100.png/ff4444/ffffff,13-06-2023,
LED Strip Light Kit,297.08,Flexible light strips for creative home decor.,88,http://dummyimage.com/172x100.png/cc0000/ffffff,18-11-2022,
Pet Leash,862.2,Durable pet leash with comfortable handle.,748,http://dummyimage.com/176x100.png/dddddd/000000,24-12-2023,24-06-2024
